2020-01-21 17:50:55,474 INFO  Logger.cs: 70 - 
2020-01-21 18:05:40,276 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Radio-cubito angosto 3-1
2020-01-21 18:05:40,277 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Radio-cubito angosto 3-1
2020-01-21 18:05:40,278 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Radio-cubito angosto 3-1
2020-01-21 18:05:40,279 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Zeta angosto 2-1
2020-01-21 18:05:40,279 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Zeta angosto 2-1
2020-01-21 18:05:40,280 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Zeta angosto 2-1
2020-01-21 18:05:40,281 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Base 0.2-1
2020-01-21 18:05:40,282 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Base 0.2-1
2020-01-21 18:05:40,283 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Base 0.2-1
2020-01-21 18:05:40,908 INFO  SwAddin.cs: 316 - Loading config tree
2020-01-21 18:05:40,913 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-01-21 18:05:40,917 INFO  SwAddin.cs: 321 - Showing property manager
2020-01-21 18:05:57,437 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:06:38,113 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:04,061 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:04,250 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:04,882 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:06,105 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:18,553 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:25,622 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:36,970 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:07:38,185 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:08:22,143 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:09:45,088 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-01-21 18:09:50,257 INFO  ExportHelperExtension.cs: 338 - Creating joint humero
2020-01-21 18:09:50,263 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-01-21 18:09:50,264 INFO  ExportHelperExtension.cs: 1414 - Fixing 23
2020-01-21 18:09:50,309 INFO  ExportHelperExtension.cs: 1422 - Component 23 is already fixed
2020-01-21 18:09:50,856 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2020-01-21 18:09:50,861 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-01-21 18:09:50,861 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-01-21 18:09:50,861 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-01-21 18:09:56,464 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child humero failed
2020-01-21 18:09:56,505 INFO  ExportHelperExtension.cs: 338 - Creating joint rc
2020-01-21 18:09:56,505 INFO  ExportHelperExtension.cs: 1409 - Fixing components for humero
2020-01-21 18:09:56,506 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-01-21 18:09:56,507 INFO  ExportHelperExtension.cs: 1414 - Fixing 23
2020-01-21 18:09:56,507 INFO  ExportHelperExtension.cs: 1422 - Component 23 is already fixed
2020-01-21 18:09:57,080 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-01-21 18:09:57,080 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-01-21 18:09:57,081 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-01-21 18:09:57,081 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-01-21 18:09:57,082 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-01-21 18:10:02,541 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent humero to child rc failed
2020-01-21 18:10:04,442 INFO  ExportHelperExtension.cs: 338 - Creating joint zeta
2020-01-21 18:10:04,442 INFO  ExportHelperExtension.cs: 1409 - Fixing components for rc
2020-01-21 18:10:04,443 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-01-21 18:10:04,443 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-01-21 18:10:04,444 INFO  ExportHelperExtension.cs: 1414 - Fixing 23
2020-01-21 18:10:04,444 INFO  ExportHelperExtension.cs: 1422 - Component 23 is already fixed
2020-01-21 18:10:05,074 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-01-21 18:10:05,075 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-01-21 18:10:05,076 INFO  : 0 - L1: 1, System.Double[]
2020-01-21 18:10:05,077 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-01-21 18:10:05,078 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 25
2020-01-21 18:10:05,079 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-01-21 18:10:10,642 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent rc to child zeta failed
2020-01-21 18:10:10,899 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from scaraiit
2020-01-21 18:10:10,946 INFO  ExportHelperExtension.cs: 1142 - Found 40 in scaraiit
2020-01-21 18:10:10,946 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [CoordSys] in scaraiit
2020-01-21 18:10:10,947 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-01-21 18:10:10,947 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-01-21 18:10:10,948 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from humensamb-1
2020-01-21 18:10:10,948 INFO  ExportHelperExtension.cs: 1142 - Found 22 in humensamb-1
2020-01-21 18:10:10,948 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in humensamb-1
2020-01-21 18:10:10,948 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Radio-cubito angosto 3-1
2020-01-21 18:10:10,948 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Radio-cubito angosto 3-1
2020-01-21 18:10:10,950 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Radio-cubito angosto 3-1
2020-01-21 18:10:10,951 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Zeta angosto 2-1
2020-01-21 18:10:10,952 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Zeta angosto 2-1
2020-01-21 18:10:10,952 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Zeta angosto 2-1
2020-01-21 18:10:10,953 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Base 0.2-1
2020-01-21 18:10:10,953 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Base 0.2-1
2020-01-21 18:10:10,954 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Base 0.2-1
2020-01-21 18:10:10,955 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from scaraiit
2020-01-21 18:10:10,956 INFO  ExportHelperExtension.cs: 1142 - Found 40 in scaraiit
2020-01-21 18:10:10,956 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [RefAxis] in scaraiit
2020-01-21 18:10:10,957 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-01-21 18:10:10,957 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-01-21 18:10:10,958 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from humensamb-1
2020-01-21 18:10:10,958 INFO  ExportHelperExtension.cs: 1142 - Found 22 in humensamb-1
2020-01-21 18:10:10,958 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in humensamb-1
2020-01-21 18:10:10,959 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Radio-cubito angosto 3-1
2020-01-21 18:10:10,959 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Radio-cubito angosto 3-1
2020-01-21 18:10:10,960 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Radio-cubito angosto 3-1
2020-01-21 18:10:10,960 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Zeta angosto 2-1
2020-01-21 18:10:10,960 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Zeta angosto 2-1
2020-01-21 18:10:10,961 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Zeta angosto 2-1
2020-01-21 18:10:10,961 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Base 0.2-1
2020-01-21 18:10:10,961 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Base 0.2-1
2020-01-21 18:10:10,962 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Base 0.2-1
2020-01-21 18:10:11,027 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-21 18:14:25,385 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-01-21 18:14:25,391 INFO  Serialization.cs: 275 - URDF Configuration found
